title,sinopse,genres,title_url
Akadô Suzunosuke: Kimento taiji,"
Murray Walker the legendary 'Voice of Formula 1 and Motorsport' brings you the greatest crashes, explosions and stunts from F1 cars, Moto GP, British Touring cars, GT racing and the crazy ...                <a href=""/title/tt4145134/plotsummary"">See full summary</a> »
","
Action, Drama, Fantasy            ",https://www.imdb.com/title/tt0229511/
Big Dreams,"
A strong independent young woman battling with a traumatic incident and the apparent loss of her father must compete against her life-long rival in the biggest event of her young career.","
Drama, Family, Sport            ",https://www.imdb.com/title/tt6335636/
50 Ways to Score More Goals,"
        <a href=""/updates?update=tt2935280%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt2935280/
Dagvianebuli sasidzo,"
        <a href=""/updates?update=tt0262355%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Romance, Sport            ",https://www.imdb.com/title/tt0262355/
FC Rubin Kazan vs Liverpool Football Club,"
        <a href=""/updates?update=tt10691892%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10691892/
Riding Destiny,"
An eight year old boy's idyllic world is shattered when he witnesses his father suffer a crippling injury at the bull riding World Championships. As he grows into manhood, he finds himself ...                ","
Action, Sport            ",https://www.imdb.com/title/tt3428272/
Serebryanyy trener," »
","
Drama, Sport            ",https://www.imdb.com/title/tt0314639/
A Day on the Force: Women's Professional Tackle Football,"
        <a href=""/updates?update=tt0314639%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0407715/
Hoosier Rising: The Past and Present of Indiana University Basketball,"
This is a documentary about the Chicago Force Women's Tackle Football team. Includes some game footage, as well as interviews with players and fans.","
Sport            ",https://www.imdb.com/title/tt6065492/
Untitled Allen Iverson Project,"
        <a href=""/updates?update=tt6065492%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt5130688/
The Swellhead,"
A chronicle of NBA All star player Allen Iverson's life.","
Drama, Romance, Sport            ",https://www.imdb.com/title/tt0021444/
Medalyang ginto,"
A young fighter, Bill Hickey, achieves success through the help and support of his friends and, once he does, he gets a big case of 'swellhead.' And then he loses his friends, loses his ...                <a href=""/title/tt0021444/plotsummary"">See full summary</a> »
","
Drama, Sport            ",https://www.imdb.com/title/tt0478206/
Road to Omaha,"
Lydia de Vega portrays herself in this film about her controversial life, her sacrifices, her triumph against odds, her emergence as an international champion. This picture will make you proud that you are a Filipino/a.","
Biography, Drama, Sport            ",https://www.imdb.com/title/tt6852406/
The Ryder Cup,"
Road to Omaha tells story of the 2008 Fresno Bulldogs and their epic run to the NCAA college world series.","
Sport            ",https://www.imdb.com/title/tt14546566/
Liverpool Football Club vs Fútbol Club Barcelona,"
        <a href=""/updates?update=tt14546566%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10795622/
Separate Volume,"
        <a href=""/updates?update=tt10795622%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt3420682/
Pittsburgh Penguins Stanley Cup 2017 Champions,"
Oakley presents Separate Volume, a surf movie including av photo book and tons of bonus features. Shot in 35mm and Super 16mm. Starring: Dustin Barca, Chris Ward, Brendt Dorrington, Adam ...                <a href=""/title/tt3420682/plotsummary"">See full summary</a> »
","
Sport            ",https://www.imdb.com/title/tt8567410/
Super Fan,"
Interviews with players and coaches provide a perspective into the Penguins 50th Anniversary season. Follow the Penguins on the ice, behind the bench and into the locker room from the ...                <a href=""/title/tt8567410/plotsummary"">See full summary</a> »
","
Comedy, Sport            ",https://www.imdb.com/title/tt5841130/
South West of Harmony,"
A young man from Korea helps booster support among fans for the Kansas City Royals and becomes a celebrity when the team wins the World Series.","
Drama, Sport            ",https://www.imdb.com/title/tt9542442/
AvA,"
Wyoming Cowboys head coach Ray Jones recruits Jack Ridgeway an Australian Uni student after he notices him throwing a ball around on a field after an exhibition game has finished in Sydney ...                ","
Drama, Family, Sport            ",https://www.imdb.com/title/tt11231254/
The I.F.L," »
","
Sport            ",https://www.imdb.com/title/tt3396862/
Out of Sight,"
        <a href=""/updates?update=tt11231254%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt4256672/
The Ryan Express,"
Sports past dictates its future.","
Family, Sport            ",https://www.imdb.com/title/tt13230328/
H20: Deathiversary,"
        <a href=""/updates?update=tt4256672%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt14929874/
4th & 14,"
An eleven year old physics-loving, baseball prodigy with autism builds a time machine to go back a fix a mistake in his past. Will he reach his destination in time or will his experiments be thwarted by his estranged father?","
Family, Sport            ",https://www.imdb.com/title/tt6427992/
Bull Smith,"
        <a href=""/updates?update=tt14929874%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt2609368/
Home,"
A wildly successful fantasy football champion is hired by a desperate football team owner to be the team's next head coach. The catch? She's 14.","
Sport            ",https://www.imdb.com/title/tt1787871/
Blue River Academy,"
A ballplayer and a suffragette share love and heartache fighting for the soul of America's Game - and the heart of the American Dream. Bull Smith ~ the story of a real ballplayer from a bygone era.","
Drama, Sport            ",https://www.imdb.com/title/tt7877120/
The Beautiful Game,"
        <a href=""/updates?update=tt1787871%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport, Thriller            ",https://www.imdb.com/title/tt8425716/
Duel,"
The plot is kept under wraps.","
Sport            ",https://www.imdb.com/title/tt4214800/
Screenplay,"
Children from South America and Africa leave their impoverished families every year, conned by visions of stardom in the professional European soccer. When two such boys find themselves ...                ","
Sport            ",https://www.imdb.com/title/tt7267190/
Spurt," »
","
Sport            ",https://www.imdb.com/title/tt2034095/
13 raund,"
Many Korean anglers have tried hard to recover the Joseon's fine masterpiece of fishing rod called Uhlinkang from Japan, but have failed all the time. Now, Son woo-bin has to get it back to Korea.","
Drama, Sport            ",https://www.imdb.com/title/tt4412300/
Pushy Dad,"
        <a href=""/updates?update=tt7267190%3Aoutlines.add.1"">Add a Plot</a>
","
Comedy, Family, Sport            ",https://www.imdb.com/title/tt8518406/
Akadô Suzunosuke: Hichôryû shinku giri,"
His career was destroyed through envy. In a hospital bed, he sees a world in which he has no place. And to overcome the impossible and get back on his feet, he remembers how, as a child, he...                <a href=""/title/tt2034095/plotsummary"">See full summary</a> »
","
Action, Drama, Fantasy            ",https://www.imdb.com/title/tt0229446/
Inazuma Eleven: Chou Jigen Dream Match,"
        <a href=""/updates?update=tt4412300%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt14739018/
Invicta FC 2: Baszler vs. McMann,"
A pro-soccer prospect receives a career ending injury on his professional debut. A love affair and family with his beautiful physiotherapist isn't enough to stop his life descending into a ...                ","
Sport            ",https://www.imdb.com/title/tt7910038/
The Initiation," »
","
Drama, Sport, Thriller            ",https://www.imdb.com/title/tt1386445/
If Only,"
        <a href=""/updates?update=tt0229446%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt6319916/
3 Games to Glory VI,"
        <a href=""/updates?update=tt14739018%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt10366986/
EA Madden NFL 19 Challenge,"
        <a href=""/updates?update=tt7910038%3Aoutlines.add.1"">Add a Plot</a>
","
Reality-TV, Sport            ",https://www.imdb.com/title/tt10294406/
Lumisten metsien mies,"
After a brutal hazing destroys a teammate's life, a star athlete risks his future to expose the truth.","
Drama, Sport            ",https://www.imdb.com/title/tt0139437/
Rollercoaster Ride,"
        ","
Biography, Sport            ",https://www.imdb.com/title/tt11025944/
"H20: Mystery, Violence, Theater Act 2","
","
Sport            ",https://www.imdb.com/title/tt13599450/
A Girl Is Screaming,"
        <a href=""/updates?update=tt10366986%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0411296/
Relentless,"
        <a href=""/updates?update=tt10294406%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt12252300/
H20: Bad Luck,"
        <a href=""/updates?update=tt0139437%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt14285922/
Sing gum zhook kao,"
Chronicles the tumultuous and tragic life of an early 70's high school basketball phenom still considered the greatest talent to ever come out of Los Angeles, and dubbed ""the best NBA player never to play in the NBA.""","
Comedy, Sport            ",https://www.imdb.com/title/tt1221199/
Major Players: Ray Ray vs the Monster,"
        <a href=""/updates?update=tt13599450%3Aoutlines.add.1"">Add a Plot</a>
","
Action, Crime, Drama            ",https://www.imdb.com/title/tt4054582/
Won by a Head,"
        <a href=""/updates?update=tt0411296%3Aoutlines.add.1"">Add a Plot</a>
","
Drama, Sport            ",https://www.imdb.com/title/tt0146354/
Team of Prodigies,"
When a troubled teenager discovers boxing as an outlet for his unresolved pain and rage, as well as a possible escape from his small town life, his obsession with the sport leads to as much destruction in the ring as it does out of it.","
Family, Sport            ",https://www.imdb.com/title/tt8784090/
UEFA Champions League Final Lisboa 2020,"
        <a href=""/updates?update=tt12960060%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt12960060/
The Knockout,"
An unconscious boxer dreams he buys a race horse, is kidnapped, and his wife kills herself.","
Drama, Sport            ",https://www.imdb.com/title/tt0245208/
The Goose Gospel,"
The time has come for you to embrace the word of Goose. Join Chad Belding as he discusses his theories on the Goose hunting lifestyle.","
Sport            ",https://www.imdb.com/title/tt11821266/
Swim Home,"
Gifted high school swimmer Lily (16) adjusts to her sudden move from Boston to Santa Monica by teaming up with an eccentric former Olympian who mentors her to defy the odds and compete against the top elite swimmers in California.","
Sport            ",https://www.imdb.com/title/tt11202400/
Die siebtente Nacht,"
        <a href=""/updates?update=tt0489843%3Aoutlines.add.1"">Add a Plot</a>
","
Sport            ",https://www.imdb.com/title/tt0489843/
Ang kampeon,"
        <a href=""/updates?update=tt0764799%3Aoutlines.add.1"">Add a Plot</a>
","
Action, Drama, Sport            ",https://www.imdb.com/title/tt0764799/
Shen xing tai bao,"
A young postman becomes a professional cyclist after applying for membership of a cycling team and wins a champion for the country.","
Drama, Sport            ",https://www.imdb.com/title/tt6047152/
