title,year,certificate,runtime,genre,synopsis,link
Milhemet 90 hadakot,2016,Isn't Available,90 min," Comedy, Drama, Sport "," The Israeli-Palestinian conflict has lasted 100 years. 100 years of war, bloodshed, bitterness, suffering. 100 years of stalemate, intransigence and failed peace deals. And now, it's all ... See full summary » ",https://www.imdb.com/title/tt4967126/
Bokusâ,1977,Isn't Available,94 min," Drama, Sport ", A young boxer accidentally kills an ex-boxing champion's brother. He then approaches the ex-champ to train him to become the next champion.,https://www.imdb.com/title/tt0075778/
Kallang Roar the Movie,2008,Isn't Available,84 min, Sport ," Battling the onslaught of a life threatening stage of diabetics, an entire board of unsupportive officials ready to oust him, a record of 12 years of Malaysian football supremacy, Uncle ... See full summary » ",https://www.imdb.com/title/tt2385900/
Trunfo às Avessas,1927,Isn't Available,62 min," Drama, Sport ", College football player Jack Hamill finds his reputation on the line when he pays an innocent visit to a woman whose husband kills himself.,https://www.imdb.com/title/tt0017832/
Bheemli Kabadi Jattu,2010,Isn't Available,143 min, Sport ," Suri, who plays kabaddi, falls in love with a woman who comes to his village. When a state-level tournament is organized, Suri and his friends face various challenges to win the title.",https://www.imdb.com/title/tt3379812/
Mask de 41,2004,Isn't Available,113 min," Comedy, Sport ", When a forty-one year old salaryman is fired from his job this is his chance to pursue his dream of becoming the wrestler he always wanted to be.,https://www.imdb.com/title/tt0449613/
The Olympian,,Isn't Available,Isn't Available," Drama, Sport ", A rower trains to compete in the 1984 Olympics.,https://www.imdb.com/title/tt6335390/
O Rei Pelé,1962,Isn't Available,90 min," Biography, Sport ", Add a Plot ,https://www.imdb.com/title/tt0184857/
No Mundo do Fingimento,1926,Isn't Available,60 min," Comedy, Romance, Sport ", Add a Plot ,https://www.imdb.com/title/tt0016994/
Run on Fat: Cereal Killers 2,2015,Isn't Available,61 min, Sport , World class triathlete Sami Inkinen and Dr Steve Phinney challenge the efficacy and safety of carb loading for sports performance.,https://www.imdb.com/title/tt4430270/
Triple Threat,1948,Isn't Available,71 min," Action, Drama, Romance "," American football script number one-through 101 is the usual one about an egotistical college football star (amatuer) who is drafted into the National Football League (professional), and he... See full summary » ",https://www.imdb.com/title/tt0040904/
Feng yun gao shou,2016,Isn't Available,106 min," Comedy, Romance, Sport ", Add a Plot ,https://www.imdb.com/title/tt5900916/
Inside Story,2011,Isn't Available,98 min," Action, Drama, Sport "," Meet Kalu, a gifted football star whose journey to soccer stardom is complicated when he learns that he is HIV-positive. What follows is an entertaining and educational ride that follows Kalu and the virus within his young body.",https://www.imdb.com/title/tt2231299/
Roar of the Crowd,I) (1953,Isn't Available,71 min," Action, Drama, Sport "," Johnny Tracy, son of veteran race driver Pop Tracy, is working his way up on the racing circuit, but is urged by his sweetheart, Marcy Parker, to give up the track if he wants to marry her.... See full summary » ",https://www.imdb.com/title/tt0046245/
Engato,2020,Isn't Available,60 min," Drama, Sport "," Larry got a measurable life after losing his young brother juma when they were skating, and his retired soldier dad hated him and blamed him for the death of his brother.",https://www.imdb.com/title/tt11828632/
A Velha Música,1985,Isn't Available,108 min," Drama, Sport ", The new coach of the basketball team of Lugo arrives from Uruguay. He really knows nothing about training a basketball team so he keeps the previous coach on and in the meantime tries to ... See full summary » ,https://www.imdb.com/title/tt0090263/
A Pequena Talismã,1938,Isn't Available,65 min," Drama, Romance, Sport ", A young orphan girl wants a small-time gambler to be her father.,https://www.imdb.com/title/tt0030374/
The 12th Man,II,Isn't Available,Isn't Available," Drama, Sport ", Based on the true story of how the city of Seattle saved one of the NFL's most valuable franchises.,https://www.imdb.com/title/tt15401512/
Banting,2014,Isn't Available,110 min," Action, Drama, Sport "," Raised in a strict Muslim household, a young woman in hi-jab finds the missing passion in her life when she begins to secretly take professional wrestling lessons. But when her secret is ... See full summary » ",https://www.imdb.com/title/tt3811672/
Reboot: Rebuild,2016,Isn't Available,Isn't Available, Sport , Chronicling the comeback of an all-natural bodybuilder after some emotional set-backs. The sport of bodybuilding plays out as a real life allegory; the emotional reboot of the athlete is contrasted against the physical rebuild of his body.,https://www.imdb.com/title/tt4196996/
Sporting Life,1918,Isn't Available,70 min," Drama, Sport "," John, the financially troubled Earl of Woodstock, plans to recoup his losses by betting on gypsy boxer Joe Lee in a fight at the English National Sporting Club, and by entering his horse, ... See full summary » ",https://www.imdb.com/title/tt0009645/
O Cowboy Lutador,1939,Isn't Available,61 min," Adventure, Crime, Drama "," When a waiter makes a lucky hit and wins a benefit prizefight, gamblers rig some fights for him; but a reporter arranges for a real boxer to put him in his place.",https://www.imdb.com/title/tt0032131/
Dainamaito don don,1978,Isn't Available,142 min," Action, Comedy, Crime ", A tongue-in-cheek film involving two rural yakuza clans in post-WW2 times who form baseball teams to resolve their differences. The film seems to go on a bit long.,https://www.imdb.com/title/tt0312596/
Kabaddi Ikk Mohabbat,2010,Isn't Available,158 min, Sport , Add a Plot ,https://www.imdb.com/title/tt1852819/
A Derrota de Cupido,1926,Isn't Available,Isn't Available," Comedy, Sport ", Add a Plot ,https://www.imdb.com/title/tt0016754/
Amor de Atleta,1930,Isn't Available,60 min," Action, Crime, Romance "," Racecar-driver Lou Larrigan gets mixed up with a crooked gang of racetrack promoters, and is in love with Ruth Morgan, whose father is marked as a victim by the gang.",https://www.imdb.com/title/tt0020718/
The Speed Lovers,1968,Isn't Available,102 min," Action, Drama, Sport ", A stock car racer gets involved with gangsters trying to fix a race.,https://www.imdb.com/title/tt0230807/
Ballan,2016,Isn't Available,Isn't Available, Sport , Add a Plot ,https://www.imdb.com/title/tt8581278/
The Pine Tar Incident: Making of Tar Wars,2017,Isn't Available,60 min, Sport , Add a Plot ,https://www.imdb.com/title/tt7401512/
Such Is Life,2008,Isn't Available,61 min, Sport ," In 2008 the ante was upped for progressive skiing and cinematography. This is a reflection on the dedication, perseverance, loyalty, and excitement the Rage Crew works for all year. Such is our lives. Such is life.",https://www.imdb.com/title/tt2055749/
Haru Matsu Bokura,2018,Isn't Available,109 min, Sport , Mitsuki has a shy personality and she doesn't have many friends. Towa is her classmate and is on their school's basketball team. She begins to hang out the basketball team and her social life at school changes drastically.,https://www.imdb.com/title/tt10443766/
The Crazy Professor,1985,Isn't Available,Isn't Available," Comedy, Sport "," A SCIENTIST, ECCENTRIC BUT POPULAR AMONG THE KIDS AND A ROMANTIC, SOLICITOUS LOVER, EXPERIMENTS ON A LIFE-RESURRECTING POTION.",https://www.imdb.com/title/tt0456355/
Peanuts,2006,Isn't Available,115 min," Comedy, Drama, Sport "," Acclaimed producer, comedian and actor Teruyoshi Uchimura has his long awaited directorial debut with this heartwarming -baseball theme- human comedy. The stage is a shopping street in a ... See full summary » ",https://www.imdb.com/title/tt0472482/
Hit for Six,2007,Isn't Available,99 min," Drama, Sport "," A sidelined West Indies cricketer fights demons of his past, including a match fixing charge, and learns about love in an unlikely quest to play in a major global tournament and earn the ... See full summary » ",https://www.imdb.com/title/tt1016184/
The Playbook,2015,Isn't Available,107 min," Drama, Sport ", One family learns that forgiveness is paramount.,https://www.imdb.com/title/tt2187139/
Bo ji mi cheng,2015,Isn't Available,98 min," Action, Drama, Romance "," Female Mongolian wrestler, Na Ren, was invited to participate in a women's wrestling show in Japan. The show host, Boss, instantaneously changed the competition to mud wrestling and Na Ren was forced to compete.",https://www.imdb.com/title/tt4838472/
Blue Grass of Kentucky,1950,Isn't Available,72 min," Drama, Sport "," While Kentucky is known as 'the blue grass state', the use of the term in this title is the name of the horse. The story revolves around a colt born in Kentucky and named Blue Grass. and ... See full summary » ",https://www.imdb.com/title/tt0042264/
Clemente,I,Isn't Available,Isn't Available," Biography, Drama, Sport "," Young Puerto Rican baseball player, Roberto Clemente, becomes one of the biggest names in the professional sport when he's drafted to play for the Pittsburgh Pirates in 1955.",https://www.imdb.com/title/tt4742736/
Aakhri Muqabala,1977,Isn't Available,148 min," Action, Adventure, Musical ", A simple tale of kung fu revenge.,https://www.imdb.com/title/tt1132132/
A Fly in the Champagne,2009,Isn't Available,49 min, Sport ," After a decade of bitter rival status, Kelly Slater and Andy Irons come together to surf off their differences ! The seemingly mortal enemies agreed to sequester themselves on a tiny island to bury the hatchet once and for all.",https://www.imdb.com/title/tt2297128/
Tracing Skylines,2013,Isn't Available,55 min, Sport ," Every skier knows what it's like to call a few friends, pack up, and head out for a trip. Rather than spend another winter chasing storms, five of the top pros and their closest pals embark... See full summary » ",https://www.imdb.com/title/tt3897880/
The Boy from Indiana,1950,Isn't Available,66 min," Drama, Romance, Sport ", Farmboy raises his colt to be a champion race horse.,https://www.imdb.com/title/tt0042278/
SWA-TECH,2018,Isn't Available,55 min, Sport ," At Southwest Atlanta Tech (SWA-TECH) basketball is everything. But what happens when the athletes realize their worth- that without them, there is no game.",https://www.imdb.com/title/tt5618938/
White Panther,2013,Isn't Available,89 min," Drama, Sport "," In the 1990's a million former USSR Jews arrived in Israel. The immigrants were despised by the local population who feared their 'invasion'. While many embraced the Israeli lifestyle, ... See full summary » ",https://www.imdb.com/title/tt2614342/
